地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 捷克'],['Robert Sedlácek'],['124'],['08'],"['Michael Balcar', 'Filip Biro', 'Zuzana Bydzovská']",['Jan Palach'],"['剧情', '传记', '历史']",[''],[],[' 捷克语']
[' 多米尼加'],"['卡洛斯·莫瑞诺', '乌戈·罗德里格兹']",['102'],['10'],"['马诺洛·卡多纳', '达米安·阿尔卡扎', 'Héctor Aníbal', '卡塔莉娜·凯斯']",['鲁维罗萨 2 Rubirosa 2'],"['剧情', '历史']",[''],[],[' 西班牙语']
[' 中国大陆'],['钟文豪'],['75'],['11'],"['黄浩鸣', '吴岳', '袁国扬', '郑小毛']",['越莞记'],"['剧情', '历史']",[''],[],[' 粤语 / 汉语普通话']
[' 多米尼加'],"['卡洛斯·莫瑞诺', '乌戈·罗德里格兹']",[],['11'],"['马诺洛·卡多纳', '达米安·阿尔卡扎', 'Francis Cruz']",['鲁维罗萨 3 Rubirosa 3'],"['剧情', '历史']",[''],[],[' 西班牙语']
[' 美国'],['Michael Oblowitz'],['110'],[],"['埃里克·罗伯茨', '哈利·戴恩·斯坦通', '卢卡斯·哈斯', '乔纳森·斯沃曼', '多米尼克·隆巴多兹', '泰瑞·摩尔', 'Rico Simonini', 'Emily Elicia Low', '尼尔·桑迪兰兹', 'Eliza Roberts', '罗伯特·米亚诺', '罗伯特·康斯坦佐', '埃德·欧罗斯', 'Jacqui Holland', '安东尼·约翰·邓尼森']",['Frank and Ava'],"['剧情', '传记', '历史']",[''],[],[' 英语']
[' 阿联酋 / 英国'],"['Pankaj Sehgal', 'Karim Traïdia']",['160'],"['01', '04']","['史蒂芬·朗', '卢克·帕斯夸尼洛', '欧姆·普瑞', '维尼·琼斯', 'Bobbie Phillips', 'Mark Mosses', 'Alessa Novelli', 'Alen Thompson', 'Jesus Sans', 'Joseph K. Bevilacqua', 'Colton Tapp']",['日食：黑暗深处 Solar Eclipse: Depth of Darkness'],"['剧情', '历史']",[''],[],[' 英语']
[' 丹麦'],['Kasper Kalle'],['90'],['12'],"['Rosalinde Mynster', 'Gustav Dyekjær Giese', 'Baard Owe', 'Karen-Lise Mynster', 'Peter Plaugborg', 'Rudi Køhnke', 'Brigitte Christensen']",['克里斯蒂安四世 Christian IV'],"['剧情', '历史']",[''],[],[' 丹麦语']
[' 俄罗斯'],['Dunya Smirnova'],[],[],[],['一个任务的故事 История одного назначения'],"['剧情', '历史']",[''],[],[' 俄语']
[' 塞尔维亚'],['彼得·里斯多夫斯基'],['127'],['12'],[],['彼得一世 Kralj Petar I'],"['剧情', '历史', '战争']",[''],[],[' 塞尔维亚语']
[' 美国 / 俄罗斯'],['Jessica Oreck'],['92'],[],[],['死了一百万次的男人 One Man Dies a Million Times'],"['剧情', '历史']",[''],[],[' 俄语']
[' 中国大陆'],['郎玉林'],[],[],[],['西沙风云'],"['剧情', '历史', '战争']",[''],[],[' 汉语普通话']
[' 匈牙利'],['Attila Szász'],['110'],['01'],"['Marina Gera', 'Sándor Csányi', 'Laura Döbrösi']",['永冬 Örök tél'],"['剧情', '爱情', '历史']",[''],[],[' 匈牙利语 Hungarian / 俄语 Russian']
[' 哈萨克斯坦 / 拉脱维亚 / 美国'],['Jeff Vespa'],['90'],['04'],"['本·奥德里基', '菲利普·布罗迪', '艾比·考尼什', 'Erkebulan Daiynov', 'Lelde Dreimane', 'Patrick J. Gorman', 'Telman Guzhevsky', 'Christian Hillborg', 'Candace Kita', 'Rihards Lepers', '桑扎尔·马季耶夫', 'Kaspars Znotins']",['阿姆雷 Paris Song'],"['剧情', '爱情', '歌舞', '传记', '历史']",[''],[],[' 英语']
[' 中国大陆'],['赵博'],['90'],[],"['于珂伊', '田渤']",['天下太平'],"['剧情', '喜剧', '历史']",[''],[],[' 汉语普通话']
[' 中国大陆'],['王明军'],[],[],"['姜斯瀚', '王子伊', '吕艳蓓', '郑中玉']",['猎影'],"['剧情', '历史', '战争']",[''],[],[' 汉语普通话']
[' 美国'],['安德泽·巴特科维卡'],[],[],"['斯科特·阿金斯', ' 英迪娅·埃斯利', '西德尼·帕克']",['圣坛岩石 Altar Rock'],"['剧情', '惊悚', '历史']",[''],[],[' 英语']
[' 美国'],[],[],[],[],['特洛伊：埃涅阿斯的复活 Troy: The Resurrection of Aeneas'],"['动作', '历史']",[''],[],[' 英语']
[' 俄罗斯'],['Viktor Tatarskiy'],[],[],[],['别人的生活 Чужая жизнь'],"['剧情', '历史', '战争']",[''],[],[' 俄语']
[' 菲律宾'],['Gutierrez Mangansakan II'],['85'],[],"['Quennie Lyne Demoral', 'Krigi Hager', 'Ameir Arsad Hassan']",['Masla A Papanok'],"['剧情', '历史']",[''],[],[' 菲律宾语']
[' 哈萨克斯坦'],['阿坎·萨塔耶夫'],[],[],['阿勒米拉'],['托米莉斯女王 Tomyris'],"['剧情', '历史']",[''],[],[' 俄语 / 哈萨克斯坦语']
